       
ID: 001 
 Generator: g_01 
 Discriminator: d_01 
 Learning rate: 0.001 
 Epoch number: 500 
 Batch size: 64 
 =======================

 Epoch  0 Step 100 | G loss : 0.118757463991642 | D loss (valid) :  0.0 | D loss (fake) :  7.817614459781907e-06
 Epoch  7 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  7 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  7 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  7 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  7 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  7 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  8 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  9 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  10 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  11 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  12 Step 600 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  13 Step 100 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  13 Step 200 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  13 Step 300 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  13 Step 400 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
 Epoch  13 Step 500 | G loss : 0.43173471093177795 | D loss (valid) :  0.0 | D loss (fake) :  0.0
